Erecoil_keV,pdf,cdf
0.00315,9.70997931515725,0.995713349335075
0.003151,9.69094720291097,0.995723049798334
0.003152,9.67194833643504,0.995732731246103
0.003153,9.65298266207022,0.995742393711603
0.003154,9.63405012582464,0.995752037227997
0.003155,9.61515067365246,0.995761661828396
0.003156,9.59628425214075,0.995771267545859
0.003157,9.57745080699959,0.995780854413389
0.003158,9.55865028539091,0.995790422463935
0.003159,9.53988263305594,0.995799971730394
0.00316,9.5211477969111,0.995809502245609
0.003161,9.50244572381634,0.995819014042369
0.003162,9.48377635990188,0.995828507153411
0.003163,9.46513965246336,0.995837981611417
0.003164,9.44653554806771,0.995847437449018
0.003165,9.42796399376934,0.995856874698789
0.003166,9.40942493656951,0.995866293393254
0.003167,9.39091832381899,0.995875693564884
0.003168,9.3724441026818,0.995885075246097
0.003169,9.35400222027137,0.995894438469259
0.00317,9.33559262404912,0.995903783266681
0.003171,9.31721526142495,0.995913109670624
0.003172,9.29887007989034,0.995922417713294
0.003173,9.28055702728141,0.995931707426848
0.003174,9.26227605111971,0.995940978843387
0.003175,9.24402709940184,0.995950231994962
0.003176,9.22581011955072,0.995959466913572
0.003177,9.20762505985513,0.995968683631161
0.003178,9.18947186829143,0.995977882179625
0.003179,9.17135049291697,0.995987062590806
0.00318,9.15326088174083,0.995996224896493
0.003181,9.13520298336908,0.996005369128426
0.003182,9.11717674597068,0.99601449531829
0.003183,9.09918211805274,0.996023603497722
0.003184,9.08121904794524,0.996032693698305
0.003185,9.06328748444279,0.996041765951572
0.003186,9.04538737590814,0.996050820289002
0.003187,9.02751867142177,0.996059856742025
0.003188,9.00968131963314,0.996068875342021
0.003189,8.99187526939919,0.996077876120315
0.00319,8.97410046978275,0.996086859108185
0.003191,8.95635686992463,0.996095824336855
0.003192,8.93864441879309,0.996104771837499
0.003193,8.92096306568704,0.996113701641241
0.003194,8.90331275998349,0.996122613779154
0.003195,8.88569345088801,0.99613150828226
0.003196,8.86810508793487,0.996140385181529
0.003197,8.85054762061198,0.996149244507883
0.003198,8.83302099873344,0.996158086292193
0.003199,8.81552517169581,0.996166910565278
0.0032,8.7980600895919,0.996175717357909
0.003201,8.78062570197566,0.996184506700805
0.003202,8.76322195860408,0.996193278624635
0.003203,8.74584881004623,0.996202033160019
0.003204,8.72850620609039,0.996210770337527
0.003205,8.71119409684837,0.996219490187679
0.003206,8.69391243263074,0.996228192740943
0.003207,8.67666116346193,0.996236878027742
0.003208,8.65944024017027,0.996245546078443
0.003209,8.64224961305484,0.99625419692337
0.00321,8.62508923261351,0.996262830592793
0.003211,8.60795904954105,0.996271447116934
0.003212,8.5908590143692,0.996280046525966
0.003213,8.57378907806563,0.996288628850012
0.003214,8.55674919119674,0.996297194119147
0.003215,8.53973930500131,0.996305742363395
0.003216,8.52275937043616,0.996314273612733
0.003217,8.50580933853491,0.996322787897087
0.003218,8.48888916028971,0.996331285246336
0.003219,8.47199878712282,0.99633976569031
0.00322,8.45513817029566,0.996348229258789
0.003221,8.43830726114632,0.996356675981504
0.003222,8.42150601108856,0.996365105888141
0.003223,8.40473437184477,0.996373519008332
0.003224,8.38799229486275,0.996381915371665
0.003225,8.37127973189871,0.996390295007679
0.003226,8.35459663466768,0.996398657945862
0.003227,8.33794295507556,0.996407004215657
0.003228,8.32131864498746,0.996415333846457
0.003229,8.30472365622913,0.996423646867608
0.00323,8.28815794115983,0.996431943308406
0.003231,8.27162145164051,0.996440223198103
0.003232,8.2551141401779,0.996448486565899
